,Brand,Model,Color,Type,Rating,No_rating,Bought,Discounted_price,Original_price,Discount
0,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
1,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
2,Noise,Noise Newly Launched Buds VS601,Copper Brown,Wireless,3.8,397,2K+ bought in past month,"₹1,399","₹3,999",65%
3,Boat,Boat BassHeads 100,Black,,4.1,"419,049",5K+ bought in past month,₹340,₹999,66%
4,Oneplus,Oneplus Bullets Z2,Magico Black,Wireless,4.1,"192,774",30K+ bought in past month,"₹1,599","₹2,299",30%
5,OnePlus,OnePlus Nord Buds 2r True,,Wireless,4.2,"25,202",10K+ bought in past month,"₹1,799","₹2,299",22%
6,Boat,"Boat Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic",Active Black,Wireless,3.9,"227,086",5K+ bought in past month,"₹1,169","₹3,990",71%
7,boAt,"boAt Airdopes 91 Prime, 45HRS Battery, 13mm Drivers, Metallic Finish, Low Latency,ENx Tech, Fast Charge, v5.3",Midnight Black,Wireless,3.4,"6,205",5K+ bought in past month,₹699,"₹3,990",82%
8,boAt,"boAt Rockerz 255 Z Plus, AI-ENx Tech, Spatial Audio, 50HRS Battery, Low Latency Mode, Fast Charge, App Support, IPX4, GFPS, BT v5.3,",Classic Black,Wireless,3.9,"227,086",5K+ bought in past month,"₹1,099","₹4,489",76%
9,OnePlus,OnePlus Bullets,Booming Black,Wireless,4.1,"192,774",10K+ bought in past month,"₹2,099","₹2,999",30%
10,JBL,JBL C100SI,Black,Wired,4.0,"199,471",5K+ bought in past month,₹599,"₹1,299",54%
11,Apple,,USB,,4.2,"3,087",9K+ bought in past month,"₹1,649","₹2,000",18%
12,truke,truke Mega 9 New Launch True,,Wireless,4.7,94,200+ bought in past month,"₹1,299","₹3,999",68%
13,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
14,truke,truke New Launch Crystal Bass True,Cobalt Blue,Wireless,4.3,198,600+ bought in past month,₹799,"₹2,999",73%
15,OnePlus,OnePlus Nord Buds 2r True,,Wireless,4.2,"25,202",10K+ bought in past month,"₹1,799","₹2,299",22%
16,OnePlus,OnePlus Nord Buds 3,,Wireless,4.1,"4,616",10K+ bought in past month,"₹2,299","₹2,799",18%
17,boAt,"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3",Active Black,Wireless,3.4,"4,072",5K+ bought in past month,₹999,"₹4,990",80%
18,realme,realme Buds T310 True,Vibrant Black,Wireless,4.1,"11,183",10K+ bought in past month,"₹1,999","₹3,999",50%
19,OnePlus,OnePlus Nord Buds 3 Pro,,Wireless,4.1,"4,616",10K+ bought in past month,"₹2,999","₹3,699",19%
20,boAt,boAt Bassheads 100 C,Black,Wired,4.1,"419,049",5K+ bought in past month,₹549,"₹1,990",72%
21,HP,HP H150,,Wireless,2.8,953,5K+ bought in past month,₹499,"₹2,499",80%
22,boAt,"boAt Airdopes 121 Pro Plus, 100HRS Battery, 4Mics ENx, 50ms Low Latency, Fast Charge, LED Display, IPX5, v5.3",Black,Wireless,3.7,"23,079",5K+ bought in past month,"₹1,199","₹4,990",76%
23,boAt,boAt Rockerz 110/Rockerz 109,Active Black,Wireless,3.5,556,5K+ bought in past month,₹899,"₹2,490",64%
24,Apple,,,,4.1,"3,510",8K+ bought in past month,"₹1,649","₹2,000",18%
25,Portronics,Portronics Conch Theta C,White,Wired,4.0,"1,490",5K+ bought in past month,₹279,₹799,65%
26,boAt,"boAt New Launch Airdopes Plus 311, Glass Design, Dual Mics ENx, Fast Charge, 50 Hrs Battery, Low Latency, IPX4,",Charcoal Black,Wireless,3.8,764,5K+ bought in past month,₹899,"₹3,990",77%
27,Portronics,Portronics Conch Theta C,Black,Wired,4.0,"1,490",5K+ bought in past month,₹279,₹799,65%
28,ZEBRONICS,ZEBRONICS Bro,Green,Wired,3.4,"59,333",5K+ bought in past month,₹159,₹399,60%
29,boAt,"boAt Airdopes 300, Cinematic Spatial Audio, 50HRS Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3",Gunmetal Black,Wireless,4.0,"4,651",5K+ bought in past month,"₹1,498","₹6,490",77%
30,Boult,Boult Audio Z40 True,Brown,Wireless,3.8,"34,264",2K+ bought in past month,₹999,"₹4,999",80%
31,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
32,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
33,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
34,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
35,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
36,Boat,"Boat Airdopes 141, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1",Bold Black,Wireless,3.8,"169,246",5K+ bought in past month,₹999,"₹4,490",78%
37,OnePlus,OnePlus Buds 3,Gray,,4.3,"7,202",8K+ bought in past month,"₹5,499","₹6,499",15%
38,Boat,Boat Bassheads 242,Active Black,Wired,4.1,"177,031",5K+ bought in past month,₹499,"₹1,490",67%
39,boAt,boAt Rockerz 110/Rockerz 109,Fern Green,Wireless,3.5,556,4K+ bought in past month,₹799,"₹2,490",68%
40,Boult,Boult Z20,Jet Black,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
41,Boult,Boult Audio Z40 True,White,Wireless,3.8,"34,264",5K+ bought in past month,₹999,"₹4,999",80%
42,Mustang,Mustang Newly Launched Torq,Silver,Wireless,4.0,"6,023",4K+ bought in past month,"₹1,999","₹5,999",67%
43,realme,realme Buds,Midnight Black,Wireless,3.7,807,5K+ bought in past month,"₹1,599","₹2,799",43%
44,Boat,"Boat Airdopes 800, Dolby Audio, Adaptive EQ by Mimi, 4Mics AI ENx, App Support, Fast Charge, Low Latency, IPX5, v5.3",Interstellar Black,Wireless,4.0,"3,927",3K+ bought in past month,"₹1,799","₹6,490",72%
45,Boat,"Boat Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3",Jet Black,Wireless,3.4,868,5K+ bought in past month,₹899,"₹3,490",74%
46,Boult,Boult Mustang Newly Launched Torq,Yellow,Wireless,4.0,"6,023",4K+ bought in past month,"₹1,999","₹5,999",67%
47,ZEBRONICS,ZEBRONICS Bro,Black,Wired,3.4,"59,333",4K+ bought in past month,₹159,₹299,47%
48,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
49,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
50,Mivi,Mivi DuoPods i2 True,,Wireless,3.7,"5,310",2K+ bought in past month,₹799,"₹2,999",73%
51,boAt,"boAt Airdopes 111v2, Premium Leather Finish, 4Mics ENx, 50HRS Battery, 13mm Drivers, Fast Charge, Dual Pair, v5.4",Classic Black,Wireless,3.8,"9,414",3K+ bought in past month,"₹1,199","₹4,990",76%
52,boAt,"boAt Airdopes 141 Pro Buds, 13mm Drivers, Metallic Finish, 60HRS Battery, 4Mics ENx, Fast Charge, IPX5, v5.3",Obsidian Black,Wireless,3.8,"169,246",5K+ bought in past month,₹899,"₹4,990",82%
53,OnePlus,OnePlus Nord,,Wired,3.8,308,4K+ bought in past month,₹499,"₹1,299",62%
54,boAt,"boAt Nirvana Ion, 120HRS Battery, Crystal Bionic Sound w/Dual EQ Modes, 4Mics ENx, App Support, Low Latency, IPX4, v.5.2",Charcoal Black,Wireless,3.9,"17,232",3K+ bought in past month,"₹1,698","₹7,990",79%
55,OnePlus,OnePlus Bullets,Beam Blue,Wireless,4.1,"192,774",4K+ bought in past month,"₹1,599","₹2,299",30%
56,boAt,boAt Bassheads 100,Furious Red,Wired,4.1,"419,049",3K+ bought in past month,₹349,₹999,65%
57,Noise,Noise Buds N1,Up to,Wireless,4.0,"9,470",3K+ bought in past month,₹999,"₹3,499",71%
58,OnePlus,OnePlus Bullets Z2,Acoustic Red,Wireless,4.1,"192,774",5K+ bought in past month,"₹1,599","₹2,299",30%
59,realme,realme Buds T110,Punk Black,Wireless,4.0,"26,192",4K+ bought in past month,"₹1,299","₹2,999",57%
60,boAt,boAt Bassheads 105,Black,Wired,4.0,"38,296",4K+ bought in past month,₹399,₹999,60%
61,OnePlus,OnePlus Nord Buds 3,,Wireless,4.1,"4,616",4K+ bought in past month,"₹2,299","₹2,799",18%
62,Noise,Noise Buds N1,Up to,Wireless,4.0,"9,470",3K+ bought in past month,₹999,"₹3,499",71%
63,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
64,Mivi,Mivi Commando X7 [Just Launched] Gaming,,Wireless,3.9,236,400+ bought in past month,"₹1,199","₹3,999",70%
65,Airbuds,Airbuds pro 2nd Generation with (C-Type) Charging Case (White),White,Wireless,5.0,1,,"₹2,999","₹9,999",70%
66,Noise,Noise Newly Launched Buds VS601,Graphite Black,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
67,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
68,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
69,boAt,"boAt New Launch Nirvana Crystl, Transparent Case,Spatial Audio, ANC(~32dB), 100Hrs Battery,4Mics ENx, Dual Pair,App Support,",Quantum Black,Wireless,4.5,457,3K+ bought in past month,"₹2,199","₹10,990",80%
70,Boult,Boult Audio Z40 True,Blue,Wireless,3.8,"34,264",5K+ bought in past month,₹998,"₹4,999",80%
71,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
72,Boult,Boult Z60,Powder Blue,Wireless,3.8,"10,868",2K+ bought in past month,₹899,"₹2,999",70%
73,OnePlus,OnePlus Nord Buds 3,,Wireless,4.1,"4,616",4K+ bought in past month,"₹2,299","₹2,799",18%
74,OnePlus,OnePlus Bullets,Grand Green,Wireless,4.1,"192,774",4K+ bought in past month,"₹2,099","₹2,999",30%
75,ZEBRONICS,ZEBRONICS Zeb-Bro,Blue,Wired,3.4,"59,333",3K+ bought in past month,₹159,₹399,60%
76,Boat,Boat Newly Launched BassHeads 100 C,Navy Blue,Wired,4.1,"419,049",3K+ bought in past month,₹599,"₹1,990",70%
77,OnePlus,OnePlus Bullets Z2,Jazz Green,Wireless,4.1,"192,774",5K+ bought in past month,"₹1,599","₹2,299",30%
78,realme,,SlateGrey,,4.2,188,,"₹3,299","₹4,999",34%
79,Boat,"Boat Rockerz 255 ANC, 100HRS Battery, Spatial Audio, ANC(~32dB), Fast Charge(10Mins=24HRS), 3Mics AIENx, 13mm Drivers, Power",Raven Black,Wireless,3.9,"227,086",3K+ bought in past month,"₹1,799","₹6,990",74%
80,Boult,Boult Audio UFO,Black Gloss,Wireless,3.9,"5,413",4K+ bought in past month,"₹1,299","₹3,499",63%
81,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
82,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
83,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
84,boAt,"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic",Teal Green,Wireless,3.9,"227,086",4K+ bought in past month,"₹1,299","₹3,990",67%
85,boAt,"boAt Airdopes 91 Prime, 45HRS Battery, 13mm Drivers, Metallic Finish, Low Latency,ENx Tech, Fast Charge, v5.3",Sonic Silver,Wireless,3.4,"6,205",4K+ bought in past month,₹699,"₹3,990",82%
86,Boult,Boult Audio Z20 Pro,Powder Blue,Wireless,4.0,"4,325",2K+ bought in past month,"₹1,099","₹5,999",82%
87,amazon,amazon basics True,White,Wireless,3.3,369,3K+ bought in past month,₹629,"₹2,499",75%
88,boAt,"boAt New Launch Airdopes Plus 311, Glass Design, Dual Mics ENx, Fast Charge, 50 Hrs Battery, Low Latency, IPX4,",Crimson Red,Wireless,3.8,764,4K+ bought in past month,₹999,"₹3,990",75%
89,Xiaomi,Xiaomi,Black,Wired,4.1,"107,290",3K+ bought in past month,₹449,₹599,25%
90,Kratos,Kratos C Type,,Wired,4.5,67,1K+ bought in past month,₹379,"₹1,099",66%
91,OnePlus,OnePlus Nord Buds 3 Pro,,Wireless,4.1,"4,616",4K+ bought in past month,"₹2,999","₹3,699",19%
92,Boat,Boat Rockerz 330 Pro,Active Black,,4.0,"14,045",2K+ bought in past month,"₹1,199","₹2,990",60%
93,Mustang,Mustang Torq,,Wireless,4.0,"6,023",3K+ bought in past month,"₹1,799","₹5,999",70%
94,boAt,"boAt Airdopes Atom 81 Pro, 100Hrs Battery, 4Mics ENx Tech, 50ms Low Latency, 13mm Drivers, Fast Charge, IPX5, v5.1",Obsidian Noir,Wireless,3.3,"4,199",3K+ bought in past month,₹899,"₹3,990",77%
95,boAt,"boAt Airdopes 91, 45HRS Battery, 50ms Low Latency, ENx Tech, Fast Charge, IPX4, IWP Tech, v5.3",Active Black,Wireless,3.4,"6,205",2K+ bought in past month,₹749,"₹4,990",85%
96,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
97,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
98,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
99,Noise,Noise Newly Launched Buds VS601,Graphite Black,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
100,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
101,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
102,pTron,pTron Tangentbeat,Black,Wireless,3.8,"76,117",2K+ bought in past month,₹549,"₹2,499",78%
103,Boult,Boult K10,Pure Black,Wireless,4.0,"4,301",4K+ bought in past month,₹999,"₹2,499",60%
104,realme,realme Buds T310,Agile White,Wireless,4.1,"11,183",3K+ bought in past month,"₹1,999","₹3,999",50%
105,boAt,"boAt Airdopes 131/138 with 60 Hrs Playback, ASAP Charge",Active Black,Wireless,3.6,"1,021",3K+ bought in past month,₹799,"₹2,990",73%
106,realme,realme Buds,,Wireless,3.8,42,1K+ bought in past month,"₹1,099","₹2,499",56%
107,boAt,boAt Bassheads 102,Charcoal Black,Wired,4.1,"87,181",1K+ bought in past month,₹499,"₹1,290",61%
108,realme,realme Buds T200 Lite,Volt Black,,4.0,"26,192",2K+ bought in past month,"₹1,399","₹1,999",30%
109,boAt,"boAt Airdopes 141 ANC(~32dB), 50ms Low Latency, 4Mics ENx,42Hrs Battery, Fast Charge,IPX5, v5.3",Gunmetal Black,Wireless,3.8,"169,246",2K+ bought in past month,"₹1,298","₹5,990",78%
110,Boult,Boult Audio W20,Space Black,Wireless,3.9,"8,963",3K+ bought in past month,₹799,"₹2,499",68%
111,Apple,Apple AirPods 4,,Wireless,4.0,352,2K+ bought in past month,"₹11,999","₹12,900",7%
112,realme,realme,Punk Black,Wireless,4.0,"26,192",1K+ bought in past month,"₹1,299","₹2,999",57%
113,boAt,boAt BassHeads 100,White,Wired,4.1,"419,049",1K+ bought in past month,₹349,₹999,65%
114,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
115,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
116,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
117,realme,realme Buds T110,Jazz Blue,Wireless,4.0,"26,192",3K+ bought in past month,"₹1,299","₹2,999",57%
118,Boat,"Boat Rockerz 245 v2 Pro, 30HRS Battery, ENx Tech, Fast Charge, Low Latency, Dual Pairing, Magnetic Ear Buds, IPX5, Type-C Interface,",Active Black,Wireless,4.0,"5,674",5K+ bought in past month,"₹1,099","₹3,490",69%
119,boAt,"boAt New Launch Airdopes Plus 311, Glass Design, Dual Mics ENx, Fast Charge, 50 Hrs Battery, Low Latency, IPX4,",Ash Grey,Wireless,3.8,764,2K+ bought in past month,₹999,"₹3,990",75%
120,boAt,"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic",Navy Blue,Wireless,3.9,"227,086",3K+ bought in past month,"₹1,299","₹3,990",67%
121,boAt,boAt Rockerz 235 Pro,Active Black,Wireless,4.1,395,3K+ bought in past month,₹899,"₹2,490",64%
122,boAt,"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3",Dusk Blue,Wireless,3.5,"2,125",4K+ bought in past month,₹999,"₹4,990",80%
123,boAt,"boAt Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3",Swedish White,Wireless,3.4,868,3K+ bought in past month,₹899,"₹3,490",74%
124,W20,W20,Glacier Blue,Wireless,3.9,"8,963",4K+ bought in past month,₹799,"₹2,499",68%
125,Boat,,Deep Blue,,3.9,"227,086",1K+ bought in past month,₹799,"₹4,999",84%
126,JBL,JBL C100SI,Red,Wired,4.0,"199,471",2K+ bought in past month,₹599,"₹1,299",54%
127,boAt,"boAt Airdopes 280 ANC, Active Noise Cancellation(~32dB), 60Hrs Battery, 13mm Drivers, 4Mics ENx, Fast Charge, IPX5, v5.3",Active Black,Wireless,3.5,"2,490",2K+ bought in past month,"₹1,249","₹6,990",82%
128,Boat,"Boat Airdopes 141, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1",Cider Cyan,Wireless,3.8,"169,246",2K+ bought in past month,₹999,"₹4,490",78%
129,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
130,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
131,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
132,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
133,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
134,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
135,realme,realme Buds,Black,Wireless,4.2,"19,198",1K+ bought in past month,"₹1,598","₹2,999",47%
136,boAt,"boAt Airdopes 111v2, Premium Leather Finish, 4Mics ENx, 50HRS Battery, 13mm Drivers, Fast Charge, Dual Pair, v5.4",Ivory White,Wireless,3.8,"9,414",1K+ bought in past month,"₹1,199","₹4,990",76%
137,Noise,Noise Buds N1 Pro,Upto,Wireless,3.9,"4,882",2K+ bought in past month,"₹1,799","₹4,999",64%
138,Boult,Boult Audio K40 True,Ivory White,Wireless,3.9,"7,012",1K+ bought in past month,₹899,"₹2,999",70%
139,amazon,amazon basics,Blue,,3.5,513,1K+ bought in past month,₹499,"₹1,999",75%
140,boAt,boAt bassheads 105,Green,Wired,4.0,"38,296",500+ bought in past month,₹399,₹999,60%
141,boAt,boAt Airdopes 163,Active Black,,3.8,733,2K+ bought in past month,₹999,"₹2,490",60%
142,Mivi,Mivi SuperPods Immersio [Flagship Launch],,Wireless,3.9,"5,110",2K+ bought in past month,"₹2,199","₹6,499",66%
143,boAt,"boAt Rockerz 255 Z Plus, AI-ENx Tech, Spatial Audio, 50HRS Battery, Low Latency Mode, Fast Charge, App Support, IPX4, GFPS, BT v5.3,",Slate Grey,Wireless,3.9,"227,086",1K+ bought in past month,₹999,"₹4,490",78%
144,realme,realme Buds T310 True,Monet Purple,Wireless,4.1,"11,183",2K+ bought in past month,"₹1,999","₹3,999",50%
145,Boult,Boult Audio Z40 True,Brown,Wireless,3.8,"34,264",2K+ bought in past month,₹999,"₹4,999",80%
146,Noise,Noise Buds VS104,Mint Green,Wireless,3.8,"26,469",2K+ bought in past month,"₹1,099","₹3,499",69%
147,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
148,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
149,pTron,pTron Tangent Flex,Bold Blue,Wireless,3.3,"1,103",800+ bought in past month,₹499,"₹1,999",75%
150,Ambrane,Ambrane,Stringz,Wired,3.8,"5,523",2K+ bought in past month,₹199,₹449,56%
151,Boult,"Boult Audio Z40 Pro with 100H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Premium Rubber Grip Case, 13mm Bass Drivers, Made in India",Midnight,Wireless,3.8,"34,264",1K+ bought in past month,"₹1,299","₹5,499",76%
152,Boult,Boult Z60,Raven Black,Wireless,3.8,"10,868",1K+ bought in past month,₹899,"₹2,999",70%
153,OOGE,OOGE Tune 15,Black,Wireless,3.8,224,1K+ bought in past month,₹299,"₹1,499",80%
154,Portronics,Portronics Conch Theta A,White,Wired,4.0,657,1K+ bought in past month,₹229,₹699,67%
155,Boult,"Boult Audio Z40 Pro with 100H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Premium Rubber Grip Case, 13mm Bass Drivers, Made in India",Jungle,Wireless,3.8,"34,264",1K+ bought in past month,"₹1,298","₹5,499",76%
156,JBL,"JBL C200SI, Premium",Gun Metal,Wired,4.0,"24,694",1K+ bought in past month,₹798,"₹1,499",47%
157,OnePlus,OnePlus Buds 3,Splendid Blue,,4.3,"7,202",2K+ bought in past month,"₹5,499","₹6,499",15%
158,Boult,Boult Audio Z20 Pro,Jet Black,Wireless,4.0,"4,325",1K+ bought in past month,"₹1,099","₹5,999",82%
159,realme,realme Buds,,Wireless,4.0,7,,"₹1,099","₹2,499",56%
160,Boult,Boult Audio K40 True,Electric Black,Wireless,3.9,"7,012",1K+ bought in past month,₹899,"₹2,999",70%
161,W20,W20,Pine Green,Wireless,3.9,"8,963",1K+ bought in past month,₹799,"₹2,499",68%
162,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
163,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
164,pTron,"pTron Boom Ultima 4D Dual Driver,",Dark Blue,Wired,3.6,"42,490",1K+ bought in past month,₹299,"₹1,900",84%
165,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
166,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
167,Noise,Noise Newly Launched Buds VS601,Graphite Black,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
168,W20,W20,Pine Green,Wireless,3.9,"8,963",1K+ bought in past month,₹799,"₹2,499",68%
169,boAt,boAt Bassheads 105,Blue,Wired,4.0,"38,296",1K+ bought in past month,₹399,₹999,60%
170,Ambrane,Ambrane,Stringz,Wired,3.8,"5,523",2K+ bought in past month,₹199,₹449,56%
171,boAt,boAt Airdopes 131,Midnight Blue,Wireless,3.6,"1,021",1K+ bought in past month,₹799,"₹2,990",73%
172,Mivi,Mivi DuoPods i2 True,,Wireless,3.7,"5,310",2K+ bought in past month,₹799,"₹2,999",73%
173,Boult,Boult Audio BassBuds X1,Black,Wired,3.9,"89,044",1K+ bought in past month,₹329,₹999,67%
174,Noise,Noise Newly Launched Buds VS601,Graphite Black,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
175,amazon,amazon basics,AB,,3.4,377,1K+ bought in past month,₹499,"₹2,499",80%
176,Boult,Boult Z20,Ivory White,Wireless,4.2,"2,355",3K+ bought in past month,₹999,"₹5,499",82%
177,Xiaomi,Xiaomi,Blue,Wired,4.1,"107,290",2K+ bought in past month,₹499,₹999,50%
178,Noise,Noise Pure Pods,Power Black,Wireless,3.7,"1,339",1K+ bought in past month,"₹2,999","₹6,999",57%
179,JBL,JBL Vibe Beam,TWS,Wireless,3.5,"28,272",1K+ bought in past month,"₹2,299","₹5,999",62%
180,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
181,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
182,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
183,Noise,Noise Buds N1,Up to,Wireless,4.0,"9,470",1K+ bought in past month,₹999,"₹3,499",71%
184,Sony,Sony MDR-EX155AP,Black,Wired,4.0,"7,876",1K+ bought in past month,₹999,"₹1,290",23%
185,boAt,"boAt Airdopes 141, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1",Pure White,Wireless,3.8,"169,246",2K+ bought in past month,₹999,"₹4,490",78%
186,Apple,Apple AirPods 4,,Wireless,3.9,173,1K+ bought in past month,"₹16,990","₹17,900",5%
187,Noise,Noise Newly Launched Buds VS601,Copper Brown,Wireless,3.8,397,2K+ bought in past month,"₹1,399","₹3,999",65%
188,boAt,"boAt Rockerz 245 v2 Pro, 30h Battery, ENx Tech, Fast Charge, Dual Pairing, Magnetic Buds, USB Type-C Interface & IPX5,",Teal Green,Wireless,4.1,"2,193",3K+ bought in past month,"₹1,099","₹3,490",69%
189,pTron,"pTron Boom Ultima 4D Dual Driver,",Dark Blue,Wired,3.6,"42,490",1K+ bought in past month,₹299,"₹1,900",84%
190,Portronics,Portronics Harmonics Z5,Black,Wireless,4.0,"1,353",1K+ bought in past month,₹699,₹799,13%
191,JBL,JBL Wave Buds 2 Ear Buds,Black,Wireless,3.6,"21,112",1K+ bought in past month,"₹2,999","₹6,999",57%
192,Boult,Boult Audio X1 Pro,Black,Wired,3.9,"89,044",1K+ bought in past month,₹449,₹999,55%
193,JBL,"JBL C50HI,",Black,Wired,3.9,"65,757",1K+ bought in past month,₹499,₹699,29%
194,realme,realme,,,4.1,"2,530",2K+ bought in past month,"₹4,499","₹7,999",44%
195,Elver,Elver Active Gen One,Matte Black,Wireless,4.0,49,100+ bought in past month,₹999,"₹2,999",67%
196,pTron,pTron Tangent Eon,Black,Wireless,3.7,"2,224",200+ bought in past month,₹599,"₹2,299",74%
197,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
198,pTron,pTron Tangent Eon,Dark Blue,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
199,Noise,Noise Newly Launched Buds VS601,Graphite Black,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
200,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
