,Brand,Model,Color,Type,Rating,No_rating,Bought in past month,Discounted_price,Original_price,Discount %,Freq_bought
693,Sony,Sony wf-c510,Black,Wireless,3.8,1286,50+ ,3989,8990,56,least bought
694,Fingers,Fingers sizezero pods2 world's tiniest,Lilac,Wireless,3.5,183,50+ ,1349,2499,46,least bought
695,Samsung,Samsung compatible,Black,Wired,1.0,1,50+ ,289,999,71,least bought
696,Number,Number super buds pro gt99,Glass orange,Wireless,3.3,136,50+ ,799,4999,84,least bought
697,Soundcore,"Soundcore p40i by anker,noise cancelling",Black,Wireless,4.3,5468,50+ ,4499,11198,60,least bought
698,Kanget,Kanget xe610 boom bass,White,Wired,3.7,2290,50+ ,399,449,11,least bought
699,Hoppup,Hoppup predator xo3 gaming,Black,Wireless,3.2,5,50+ ,799,4999,84,least bought
700,Mivi,Mivi duopods a750,Black,Wireless,3.6,1439,50+ ,899,3999,78,least bought
701,Oneplus,"Oneplus buds 3, splendid blue, deep bass, anc, immersive sound, in ear, up to 44 hour playtime with charging case,",Black,Wireless,4.3,7202,50+ ,6299,6499,3,least bought
702,Mivi,Mivi commando x7 [just launched] gaming,Black,Wireless,3.9,236,100+ ,1199,3999,70,least bought
703,Number,"Number navo buds x1 w/ 50h playtime, dual pairing, 13mm speakers, enc, 45ms low latency",Black sun,Wireless,3.1,14,50+ ,699,3999,83,least bought
704,Jbl,"Jbl new launch live beam 3,hi-res audio true anc",Black,Wireless,3.7,714,50+ ,14999,24999,40,least bought
705,Earfun,Earfun air pro 3 noise cancellation,Black,Wireless,4.3,8881,50+ ,5899,8999,34,least bought
706,Boult,Boult audio z20 pro,Black,Wireless,3.7,1192,50+ ,1099,5999,82,least bought
707,Boult,Boult buds klarity 4 anc,Black,Wireless,3.1,309,50+ ,1299,3999,68,least bought
708,Portronics,Portronics harmonics twins s18,White,Wireless,4.0,272,50+ ,839,1999,58,least bought
709,Ptron,Ptron pride lite hbe (high bass),High bass,Wired,3.5,22687,50+ ,199,899,78,least bought
710,Truke,Truke new launch btg crystal true,Black,Wireless,3.7,325,100+ ,899,3499,74,least bought
711,Boat,Boat nirvana iris,Quartz white,Wireless,4.0,16,50+ ,1979,14990,87,least bought
712,Sennheiser,Sennheiser ie 200,Black,Wired,4.1,837,50+ ,7990,14990,47,least bought
713,Philips,Philips tat1050bk/94,Deep black,Wireless,3.3,20,50+ ,1799,2899,38,least bought
714,Blaupunkt,Blaupunkt newly launched btw300 xtreme true,Blue,Wireless,3.8,7005,50+ ,1299,5999,78,least bought
715,Original,Original type c earphone,Black,Wired,3.0,5,50+ ,284,2000,86,least bought
716,Ooge,Ooge beat 1,Grey,Wired,3.9,121,50+ ,148,349,58,least bought
717,Blaupunkt,Blaupunkt newly launched btw100 xtreme,Black,Wireless,3.8,7005,100+ ,1248,3999,69,least bought
718,Ptron,Ptron zenbuds 1 v2 anc,Snow white,Wireless,3.8,318,50+ ,799,3999,80,least bought
719,Boat,Boat airdopes 120,Dawn blue,Wireless,3.9,6978,50+ ,999,4990,80,least bought
720,Philips,Philips tat1150rd/94 premium,Red mahogany,Wireless,2.9,20,100+ ,1999,3999,50,least bought
721,Tp,Tp troops,Red,Wireless,3.0,3,50+ ,339,1299,74,least bought
722,Amazon,Amazon basics,Black and,Wired,2.8,38,100+ ,241,599,60,least bought
723,Jbl,Jbl wave beam 2 ear buds,White,Wireless,3.7,731,100+ ,4299,7499,43,least bought
724,Zebronics,Zebronics new launch beast,Black,Wireless,3.5,180,50+ ,899,1699,47,least bought
725,Ambrane,Ambrane type-c,Stringz,Wired,3.5,463,50+ ,329,799,59,least bought
726,Portronics,Portronics harmonics twins s3 smart,White,Wireless,3.8,1760,50+ ,686,1999,66,least bought
727,Mivi,"Mivi duopods i2 pro [new launch], instacharge hd clear calling",Black,Wireless,3.8,330,100+ ,1199,3999,70,least bought
728,Usb,Usb c,White,Wired,4.1,23,50+ ,799,1999,60,least bought
729,Beats,Beats powerbeats pro 2,Black,Wireless,4.3,25,50+ ,26999,29900,10,least bought
730,Noise,Noise buds vs201 v3,Ivory white,Wireless,3.7,22896,50+ ,999,2990,67,least bought
731,Amazon,Amazon basics,Black,Wireless,2.1,12,50+ ,499,2499,80,least bought
732,Truke,Truke newly launched btg storm gaming,Black,Wireless,3.7,1344,50+ ,799,2499,68,least bought
733,Skullcandy,Skullcandy smokin buds in-ear,Black,Wireless,3.6,12860,50+ ,2695,8199,67,least bought
734,Ptron,Ptron bassbuds viper,Jet black,Wireless,3.4,7207,50+ ,699,3499,80,least bought
735,Zebronics,"Zebronics jumbo lite with 70 hours backup,",Upto,Wireless,3.5,216,50+ ,599,2999,80,least bought
736,Soundcore,Soundcore r50i nc by anker noise cancelling in ear,Pink,Wireless,4.0,6811,50+ ,2099,5598,63,least bought
737,Concept,Concept kart kz edx pro x,Black,Wired,4.0,104,50+ ,1234,1399,12,least bought
738,Ptron,Ptron bassbuds duo pro,Steel blue,Wireless,3.7,589,50+ ,699,2899,76,least bought
739,Truke,Truke new launch btg flex true,Orange,Wireless,3.9,590,50+ ,999,3499,71,least bought
740,Realme,Realme buds air 5,Deep sea,Wireless,4.0,17078,100+ ,2680,5999,55,least bought
741,Vehop,Vehop bq40 pull out design,Black,Wireless,5.0,1,50+ ,1159,4999,77,least bought
742,Cosmic,Cosmic byte cb-ep-08 gaming,Black,Wired,3.1,196,50+ ,949,1999,53,least bought
743,Humble,Humble,Black,Wireless,3.6,27,100+ ,799,2499,68,least bought
744,Hammer,Hammer new launch ultra pods,Blue,Wireless,4.0,1,50+ ,699,3499,80,least bought
745,Sprtoybat,Sprtoybat original type c earphone,Usb c,Wired,4.4,954,50+ ,599,1999,70,least bought
746,Concept,Concept kart kz castor iem with mic,Black,Wired,4.1,103,50+ ,1843,2499,26,least bought
747,Ptron,Ptron bassbuds duo,Dark green,Wireless,3.4,7207,50+ ,599,2599,77,least bought
748,Skullcandy,Skullcandy jib+,Black,Wireless,3.2,7347,50+ ,1299,4599,72,least bought
749,Jbl,Jbl new launch tune 245nc,Black,Wireless,3.2,6650,50+ ,4499,8999,50,least bought
750,Skullcandy,Skullcandy dime 3,Music,Wireless,3.2,5008,50+ ,2998,9999,70,least bought
751,Jxrev,Jxrev,Black,Wireless,4.2,13287,50+ ,1399,6999,80,least bought
752,Panasonic,Panasonic rp-hz47-k,Black,Wired,3.9,1410,50+ ,1550,2999,48,least bought
753,M19,M19,Black,Wireless,2.8,504,50+ ,398,499,20,least bought
754,Ooge,Ooge tune 8,Satin black,Wireless,3.8,224,50+ ,399,1499,73,least bought
755,Soundcore,"Soundcore p40i,noise cancelling",Black,Wireless,4.3,5468,50+ ,4499,11198,60,least bought
756,Zebronics,Zebronics buds c10,Black,Wired,3.6,296,50+ ,499,999,50,least bought
757,Dubstep,Dubstep squad m7| x-bass technology| 10mm dynamic drivers| mobile/laptop compatible|3.5 mm audio jack|,Black,Wired,4.6,13,50+ ,199,499,60,least bought
758,Ptron,Ptron zenbuds 1 v2 anc,Brown,Wireless,3.8,1250,50+ ,799,3999,80,least bought
759,Boat,Boat rockerz 195 pro,Maroon maverick,Wireless,3.1,192,100+ ,999,2990,67,least bought
760,Hoppup,Hoppup predator xo4 gaming,Black,Wireless,3.7,176,50+ ,699,4999,86,least bought
761,Boat,Boat newly launched immortal 158,White sabre,Wireless,3.3,55,50+ ,1299,3499,63,least bought
762,Dudao,Dudao x3c,White,Wired,2.8,7,50+ ,359,1490,76,least bought
763,Ptron,Ptron basspods tour,Black,Wireless,3.7,589,100+ ,899,3199,72,least bought
764,Wishtime,Wishtime,Black,Wireless,4.1,22664,50+ ,1299,2999,57,least bought
765,Hoppup,Hoppup predator xo7 gaming,Black,Wireless,3.6,4,50+ ,899,4999,82,least bought
766,Philips,Philips tat1150wt/94 premium,Bright white,Wireless,2.9,20,50+ ,1999,3999,50,least bought
767,Mindfied,Mindfied,Usb,Wireless,3.8,19,50+ ,299,1499,80,least bought
768,Noise,Noise newly launched buds verve 2,Iceberg blue,Wireless,4.0,456,50+ ,1499,3999,63,least bought
769,Mivi,Mivi duopods i7,Black,Wireless,3.8,88,50+ ,999,4999,80,least bought
770,Boat,"Boat airdopes 800 hidef, hi-res audio ldac, 4mic enx, app support, asap charge, ipx5, low latency, dual pairing, btv5.3,",Aazure blue,Wireless,4.0,3927,50+ ,2299,7490,69,least bought
771,Mivi,"Mivi superpods halo [flagship launch], 35db anc active noise cancellation",Black,Wireless,3.9,5110,50+ ,1999,7499,73,least bought
772,Jbl,Jbl vibe beam,Tws,Wireless,3.5,28272,50+ ,2499,5999,58,least bought
773,Soundcore,"Soundcore a30i by anker,noise cancelling",Black,Wireless,3.6,1479,50+ ,2299,4998,54,least bought
774,Zebronics,"Zebronics raga f2,",Magnetic play,Wireless,3.9,40,50+ ,899,4999,82,least bought
775,Truke,Truke buds q1 true,Black,Wireless,3.7,12428,50+ ,899,3499,74,least bought
776,Ifast,Ifast digital display,Black,Wireless,5.0,8,50+ ,1699,3499,51,least bought
777,Ooge,Ooge beat 1,White,Wired,3.9,121,50+ ,149,349,57,least bought
778,Edifier,Edifier p180 plus,White,Wired,4.2,168,50+ ,890,1490,40,least bought
779,Soundcore,Soundcore liberty 4 nc,Black,Wireless,3.6,17505,50+ ,6499,15998,59,least bought
780,Skullcandy,Skullcandy push play active,Black,Wireless,4.1,409,50+ ,5999,19999,70,least bought
781,Ptron,Ptron bassbuds sports,Coal black,Wireless,3.4,72362,50+ ,699,3999,83,least bought
782,Number,"Number navo buds x1 w/ 50h playtime, dual pairing, 13mm speakers, enc, 45ms low latency",Green stone,Wireless,3.1,14,50+ ,699,3999,83,least bought
783,Concept,Concept kart kz zsn pro 2,Black,Wired,4.0,109,50+ ,2374,2999,21,least bought
784,Number,Number super buds pro gt99,Glass mint,Wireless,3.3,136,50+ ,799,4999,84,least bought
785,Boat,"Boat airdopes 191 anc, 32db anc, ambient mode, 60hrs battery, 4mics enx,",Pellucid blue,Wireless,3.1,264,100+ ,1699,6990,76,least bought
786,Honeywell,Honeywell suono p60,Black,Wired,3.4,558,50+ ,499,899,44,least bought
787,Kz,Kz dawn,Ofc cable,Wireless,3.1,16,100+ ,569,999,43,least bought
788,Original,Original cmf buds 2,Black,Wireless,1.0,1,50+ ,1549,2799,45,least bought
789,Noise,Noise newly launched air buds pro 4,Upto,Wireless,3.6,3728,50+ ,1799,5499,67,least bought
790,Ptron,Ptron zenbuds x1 quad mic,Bold blue,Wireless,3.6,2412,50+ ,699,3199,78,least bought
791,Noise,Noise buds vs401,Up,Wireless,3.8,12186,50+ ,1399,3499,60,least bought
792,Ptron,Ptron basspods p251+ in-ear,Black,Wireless,3.0,184,50+ ,599,3999,85,least bought
793,Mivi,Mivi commando x7 [just launched] gaming,Black,Wireless,3.9,236,50+ ,1199,3999,70,least bought
794,Nd,Nd venus,Type,Wired,3.6,50,50+ ,1083,1499,28,least bought
795,Poly,Poly voyager 5200,Black,Wireless,3.7,1464,50+ ,8698,10999,21,least bought
796,Jbl,Jbl quantum 50 by harman,Purple,Wired,3.8,165,50+ ,999,1999,50,least bought
797,Amazon,Amazon basics true,Grey,Wireless,3.8,112,50+ ,680,2499,73,least bought
798,Jk,Jk paradise,Black,Wired,2.5,13,50+ ,90,399,77,least bought
799,Gzt,Gzt tunify max,Grey,Wireless,5.0,8,50+ ,287,1499,81,least bought
800,Ptron,Ptron newly launched zenbuds x1 quad mic,Black,Wireless,3.6,2412,50+ ,699,3199,78,least bought
801,Oneplus,Oneplus buds pro 2r,Black,Wireless,4.2,1836,50+ ,8999,11999,25,least bought
802,Concept,Concept kart audiocular lex iem,Type,Wireless,4.0,15,50+ ,1699,2999,43,least bought
803,Zebronics,"Zebronics buds 50, 3.5mm,",Black,Wired,2.2,4,50+ ,199,399,50,least bought
804,Concept,Concept kart kz edx pro x,Crystel,Wired,4.0,104,50+ ,1234,1399,12,least bought
805,Poco,Poco _buds_x1_titanium,Black,Wireless,3.5,29,50+ ,1899,4999,62,least bought
806,Bluetooth,"Bluetooth headphone sweatproof, otium™ beats sports",Black,Wireless,4.2,7444,50+ ,1599,4999,68,least bought
807,Mivi,Mivi duopods i7,Black,Wireless,3.6,1022,50+ ,999,4999,80,least bought
808,Airbuds,Airbuds pro 2nd generation with (c-type) charging case (white),White,Wireless,4.0,4,50+ ,2699,11999,78,least bought
809,Boult,Boult audio x45,Grey,Wireless,3.1,637,50+ ,799,4999,84,least bought
810,Arrow,Arrow dancer m10,Black,Wireless,3.7,215,50+ ,400,799,50,least bought
811,Skullcandy,Skullcandy smokin buds,Black,Wireless,3.6,12860,50+ ,2697,8199,67,least bought
812,Gizitacore,Gizitacore,Green,Wireless,2.5,70,50+ ,338,599,44,least bought
813,Mivi,"Mivi duopods i2 pro [new launch], instacharge hd clear calling",Black,Wireless,3.8,330,50+ ,1199,3999,70,least bought
814,Probuds,Probuds n41,With mic,Wireless,4.2,1576,50+ ,899,1999,55,least bought
815,Quick,Quick rise [direct connector,Black,Wired,5.0,1,50+ ,449,1999,78,least bought
816,Gearztouch,Gearztouch bass-c type c,White,Wired,5.0,8,50+ ,318,1699,81,least bought
817,Jgd,Jgd 3.5mm stereo,Black,Wired,3.5,151,50+ ,149,699,79,least bought
818,Ptron,Ptron bassbuds neo,Smoke grey,Wireless,3.4,72362,50+ ,599,3199,81,least bought
819,Cintlug,"Cintlug eकlota bt music neckband with mic, heavy bass sound, 40 hours battery up, low latency",Black,Wireless,4.0,2,50+ ,399,1499,73,least bought
820,Hoppup,Hoppup predator xo3 gaming,White,Wireless,3.2,5,50+ ,799,4999,84,least bought
821,Jgd,Jgd boom j4,Blue,Wireless,3.9,366,50+ ,299,999,70,least bought
822,Number,Number super buds pro gt99,Glass blue,Wireless,3.3,136,50+ ,799,4999,84,least bought
823,Beats,Beats powerbeats pro 2,Black,Wireless,3.5,68,50+ ,26999,29900,10,least bought
824,Ptron,Ptron zenbuds 1 v2 anc,Dark brown,Wireless,3.8,318,50+ ,799,3999,80,least bought
825,Boult,Boult audio airbass z20,White,Wireless,3.7,17049,50+ ,999,5499,82,least bought
826,Bluetooth,Bluetooth,Black,Wireless,2.0,1,50+ ,449,1999,78,least bought
827,Mindfied,Mindfied neckband,Black,Wireless,5.0,4,50+ ,299,1499,80,least bought
828,Wireless,Wireless bt 341 for opp-o pad original sports,Black,Wireless,5.0,1,50+ ,599,1999,70,least bought
829,Birla,Birla mobile hub,Black,Wireless,3.0,4,50+ ,389,599,35,least bought
830,Acwo,Acwo dwots 121,Dusty lavendar,Wireless,4.7,54,50+ ,949,3599,74,least bought
831,Truke,Truke new launched q1 lite true,Gold,Wireless,3.6,1052,50+ ,799,2499,68,least bought
832,Sony,Sony wf-c700n noise cancellation,Black,Wireless,3.8,3864,50+ ,7990,12990,38,least bought
833,Innomax,Innomax k1 pro true,White,Wireless,3.0,23,50+ ,497,5999,92,least bought
834,Ptron,Ptron playbuds 2,Raven black,Wireless,3.6,2412,50+ ,799,3999,80,least bought
835,Concept,Concept kart 7hz x crinacle zero 2,Orange,Wired,4.3,66,50+ ,2746,3399,19,least bought
836,Noise,Noise newly launched buds verve 2,Forest green,Wireless,4.0,456,50+ ,1499,3999,63,least bought
837,Portronics,Portronics conch 10,White,Wired,3.6,109,50+ ,279,499,44,least bought
838,Portronics,Portronics harmonics twins 28 anc,White,Wireless,3.8,60,50+ ,1283,2999,57,least bought
839,Pearlbeat,Pearlbeat xe160 boom bass,White,Wired,3.8,4,50+ ,399,499,20,least bought
840,Zebronics,Zebronics zeb-buds 10 (black) in ear,Black,Wired,3.7,196,50+ ,249,699,64,least bought
841,Skullcandy,Skullcandy rail anc,Black,Wireless,4.0,2109,50+ ,6999,29999,77,least bought
842,Samsung,Samsung usb type-c,Black,Wired,3.8,3973,50+ ,1889,1999,6,least bought
843,Elver,"Elver buds x - dual anc+enc, dynamic drivers with 32db anc with 4 mics, upto 50hrs playback, true light sensor, intuitive touch controls, bt v5.3,",Metallic,Wireless,3.7,206,50+ ,1299,4599,72,least bought
844,Portronics,Portronics harmonics twins s13,Green,Wireless,3.7,161,50+ ,599,1999,70,least bought
845,Sony,Sony new linkbuds fit wf-ls910n | active noise cancelling,Black,Wireless,4.8,17,50+ ,18949,24990,24,least bought
846,M19,M19,Black,Wireless,1.0,3,100+ ,417,999,58,least bought
847,Soundcore,Soundcore by anker sport x10 true,Black,Wireless,4.2,9848,50+ ,5999,15998,63,least bought
848,Tozo,Tozo t10,Black,Wireless,3.7,351089,50+ ,1820,6999,74,least bought
849,Skullcandy,Skullcandy jib usb-c,Bone,Wired,3.8,18898,50+ ,999,3999,75,least bought
850,Skullcandy,Skullcandy jib true 2,Black,Wireless,3.9,4019,50+ ,2992,9999,70,least bought
851,Triggr,Triggr kraken x3 gaming,Black,Wireless,3.4,104,50+ ,760,3999,81,least bought
852,Earphones,Earphones for realme v2 earphone original like,Black,Wired,5.0,1,50+ ,349,999,65,least bought
853,Ooge,Ooge beat 4,Ash grey,Wired,3.9,121,50+ ,199,449,56,least bought
854,Skullcandy,Skullcandy smokin buds xt in-ear,Black,Wireless,3.6,12860,50+ ,2799,2849,2,least bought
855,Hoppup,Hoppup predator xo7 gaming,Blue,Wireless,3.6,4,50+ ,899,4999,82,least bought
856,Ptron,Ptron bassbuds nx,Mint green,Wireless,3.6,689,50+ ,599,2599,77,least bought
857,Ptron,Ptron bassbuds duo pro,Grey,Wireless,3.6,2412,50+ ,699,2899,76,least bought
858,Ooge,Ooge tune 3,Ash grey,Wireless,3.9,157,50+ ,699,1999,65,least bought
859,Portronics,Portronics twins s20,Black,Wireless,3.7,47,50+ ,849,1999,58,least bought
860,One,One plus nord buds true,Black,Wireless,2.5,25,50+ ,820,1999,59,least bought
861,Sony,Sony wf-1000xm5 best active noise cancelling,Black,Wireless,3.8,4163,50+ ,21989,29990,27,least bought
862,Portronics,Portronics twins s20,White,Wireless,3.7,47,50+ ,849,1999,58,least bought
863,Mivi,Mivi duopods i1 true,Black,Wireless,3.6,1022,50+ ,1199,2996,60,least bought
864,Jlab,Jlab go air sport true,Black,Wireless,3.1,19620,50+ ,1799,5499,67,least bought
865,Playfully,Playfully fashion,Baby pink,Wireless,3.5,5,50+ ,499,899,44,least bought
866,Jgd,Jgd boom j6,Blue,Wireless,3.8,173,50+ ,299,999,70,least bought
867,Concept,Concept kart 7hz salnotes zero,Black,Wired,3.7,300,50+ ,2374,3199,26,least bought
868,Noise,Noise buds vs106,Up to,Wireless,3.5,2082,50+ ,1099,4490,76,least bought
869,Earphones,Earphones for samsung galaxy core prime 4g,Ys,Wired,4.0,1,50+ ,399,999,60,least bought
870,Gm,Gm g+ type-c,Black,Wired,3.8,35,50+ ,499,879,43,least bought
871,Sony,Sony linkbuds s wf-ls900n noise cancellation,Black,Wireless,3.8,4774,50+ ,10990,24990,56,least bought
872,Portronics,Portronics harmonics twins s16,Green,Wireless,3.8,647,50+ ,699,1999,65,least bought
873,Ooge,Ooge beat 1,Red,Wired,3.9,121,50+ ,147,349,58,least bought
874,Rd,Rd m-160,Black,Wireless,3.3,29,50+ ,899,1399,36,least bought
875,Zebronics,Zebronics pods 141,Black,Wireless,3.8,47,50+ ,699,4199,83,least bought
876,Zebronics,"Zebronics buds 50, 3.5mm,",Sky blue,Wired,2.2,4,50+ ,199,399,50,least bought
877,Tangzu,Tangzu wan’er s.g,Black,Wired,4.0,47,50+ ,2499,3299,24,least bought
878,Zebronics,"Zebronics monk+,",Black,Wireless,3.7,38,50+ ,1199,3999,70,least bought
879,Kdm,Kdm m8 original,Black,Wired,4.5,2,50+ ,260,699,63,least bought
880,Realme,Realme buds air 5 pro,Astral black,Wireless,4.2,2072,50+ ,4999,7999,38,least bought
881,Jlab,Jlab go air pop true,Black,Wireless,3.6,51404,50+ ,1499,3249,54,least bought
882,Sennheiser,Sennheiser momentum true,Black graphite,Wireless,4.0,1383,50+ ,18990,29990,37,least bought
883,Ptron,Ptron bassbuds astra,Grey,Wireless,3.5,374,50+ ,799,2899,72,least bought
884,Boat,Boat immortal 125,White sabre,Wireless,3.5,59,50+ ,880,3499,75,least bought
885,Ooge,Ooge beat 4,Green,Wired,3.9,121,50+ ,199,549,64,least bought
886,Rd,Rd m-160 dual battery,Black,Wireless,3.3,29,50+ ,886,1399,37,least bought
887,Acwo,Acwo fire prime,In,Wireless,3.0,39,50+ ,3499,11499,70,least bought
888,Portronics,Portronics conch gamma c,Black,Wired,3.0,2,50+ ,329,799,59,least bought
889,Like,Like star a520 true,Black,Wireless,3.7,24,50+ ,775,3999,81,least bought
890,Edifier,Edifier p180 usb-c,Black,Wireless,4.1,89,50+ ,1390,1990,30,least bought
891,Hoppup,Hoppup airdoze f50,Stealth black,Wireless,2.5,2,50+ ,599,4999,88,least bought
892,Boat,Boat airdopes ultra plus,Active black,Wireless,4.0,139,50+ ,1699,4990,66,least bought
893,Zimo,Zimo aeroflex,Lilac,Wireless,3.8,123,50+ ,399,1499,73,least bought
894,Jbl,Jbl wave beam,Tws,Wireless,3.5,28272,50+ ,2499,4999,50,least bought
895,Wasart,Wasart,Black,Wireless,4.4,4394,50+ ,1999,4999,60,least bought
896,Jgd,Jgd boom j4,Red,Wireless,3.8,173,50+ ,299,999,70,least bought
897,Cosmic,Cosmic byte cosmobuds x50 true,Tws,Wireless,3.8,1017,50+ ,999,2999,67,least bought
898,Zebronics,Zebronics pods k2 in-ear,White,Wireless,3.8,81,50+ ,899,4499,80,least bought
899,Portronics,Portronics harmonics z11,On,Wireless,3.4,4,50+ ,755,2499,70,least bought
900,Truke,Truke new launch btg crystal true,Black,Wireless,3.7,325,50+ ,899,3499,74,least bought
901,Ooge,Ooge tune 3,Blue,Wireless,3.9,157,50+ ,699,1999,65,least bought
902,Amazon,Amazon basics true,White,Wireless,3.0,2,50+ ,849,2499,66,least bought
903,Jbl,Jbl tune buds in ear,Black,Wireless,3.6,2980,50+ ,4499,6999,36,least bought
904,Invicto,Invicto true,Black,Wireless,3.0,22,50+ ,375,699,46,least bought
905,Amazon,Amazon basics true,Black,Wireless,3.2,20,50+ ,599,3099,81,least bought
906,Boat,Boat airdopes sonik,Tranquil white,Wireless,3.4,379,50+ ,1099,5990,82,least bought
907,Earphones,Earphones,Tsb,Wired,5.0,2,50+ ,349,698,50,least bought
908,Concept,Concept kart kz castor,Black,Wired,4.1,103,50+ ,1899,2499,24,least bought
909,Perfume,Perfume premium,Black,Wired,3.0,2,50+ ,230,699,67,least bought
910,Boat,"Boat airdopes 191 anc, 32db anc, ambient mode, 60hrs battery, 4mics enx,",Pellucid orange,Wireless,3.1,264,50+ ,1699,6990,76,least bought
911,Global,Global impex,Black,Wired,5.0,4,50+ ,799,2999,73,least bought
912,Ooge,Ooge tune 3,Satin black,Wireless,3.9,157,50+ ,699,1999,65,least bought
913,Vehop,Vehop buds mini,Black,Wireless,2.6,3,50+ ,659,2999,78,least bought
914,Boult,Boult audio newly launched k20,White,Wireless,3.3,384,50+ ,1245,2299,46,least bought
915,Kendir,Kendir,One piece,Wireless,4.2,15333,50+ ,1999,4999,60,least bought
916,Vehop,Vehop wing,Black,Wireless,1.0,1,50+ ,1299,4999,74,least bought
917,Acwo,Acwo dwots 121,Sage green,Wireless,4.7,54,50+ ,949,3599,74,least bought
918,Shokz,Shokz openmove,Elevation blue,Wireless,4.3,19365,50+ ,9999,14999,33,least bought
919,Gearztouch,Gearztouch iblast,Yellow,Wired,5.0,8,50+ ,218,599,64,least bought
920,Ooge,Ooge tune 8,Blonde yellow,Wireless,3.8,224,50+ ,320,1499,79,least bought
921,Skullcandy,Skullcandy ecobuds,Black,Wireless,4.0,154,50+ ,2247,3999,44,least bought
922,Ooge,Ooge tune 6 in-ear,Black,Wireless,3.8,224,50+ ,390,1499,74,least bought
923,Beats,Beats solo buds —,Black,Wireless,4.1,877,50+ ,6199,6900,10,least bought
924,Ptron,Ptron newly launched zenbuds evo x5 34db anc,Black,Wireless,3.5,278,50+ ,1099,4599,76,least bought
925,Kz,Kz zsn pro 2,Black,Wired,4.0,109,50+ ,2374,2999,21,least bought
926,Philips,Philips audio,Black,Wireless,2.8,288,50+ ,1499,3999,63,least bought
927,Leaf,Leaf buds x514 true,Carbon black,Wireless,3.3,13,50+ ,837,3499,76,least bought
928,Concept,Concept kart 7hz salnotes zero mecha edition,Red,Wired,3.7,300,50+ ,2374,3199,26,least bought
929,Jbl,Jbl tune beam in ear,Black,Wireless,3.3,914,50+ ,4499,7999,44,least bought
930,Philips,Philips tat1209wt/00 true,White,Wireless,4.1,141,50+ ,1449,2999,52,least bought
931,Noise,Noise newly launched buds trooper,Up to,Wireless,3.8,4192,50+ ,999,2999,67,least bought
932,Sony,Sony wf-c700n noise cancellation,Black,Wireless,3.8,3864,50+ ,8381,12990,35,least bought
933,Vehop,Vehop js270 ows open ear,Black,Wireless,5.0,2,50+ ,1268,4999,75,least bought
934,Shure,Shure se215-cl,Clear,Wired,4.1,42,50+ ,8849,10100,12,least bought
935,Number,"Number navo buds x1 w/ 50h playtime, dual pairing, 13mm speakers, enc, 45ms low latency",Blue pool,Wireless,3.1,14,50+ ,699,3999,83,least bought
936,Kz,Kz dawn,Siver cable,Wireless,3.1,16,50+ ,759,999,24,least bought
937,Acwo,Acwo dwots zing,Velvet black,Wireless,5.0,10,50+ ,1799,6999,74,least bought
938,Edyell,Edyell,Fm,Wireless,3.8,507,50+ ,1599,5999,73,least bought
939,Philips,Philips audio tat1169bn/94 true,Brown,Wireless,3.0,15,50+ ,999,2999,67,least bought
940,Number,Number super buds 999 anc,Steel black,Wireless,3.9,31,50+ ,999,7999,88,least bought
941,Acwo,Acwo dwots 121,Deep plum,Wireless,4.7,54,50+ ,949,3599,74,least bought
942,Number,Number super buds 555 anc (32db),Black dune,Wireless,3.8,21,50+ ,1199,7999,85,least bought
943,Portronics,Portronics harmonics twins 28 anc,Black,Wireless,3.8,60,50+ ,1499,2999,50,least bought
944,In,"In-ear headphone for samsung galaxy m21s, m22, m23, m30, m30s, m30s, m31 prime, m31s, m32 5g, m33, m40, m42 5g, m51, m52 5g, m53, m62, note 10, note 10+ plus, note 9 in- ear headphone |",Black,Wired,5.0,1,50+ ,330,799,59,least bought
945,One,One plus nord buds true,Black,Wireless,1.0,2,50+ ,849,2999,72,least bought
946,Portronics,Portronics harmonics twins s9 true,White,Wireless,3.8,109,50+ ,999,2499,60,least bought
947,Boat,Boat rockerz 245 pro,Super low,Wireless,3.5,1834,50+ ,999,2990,67,least bought
948,Ooge,Ooge beat 5,Puretone,Wired,3.9,121,50+ ,298,599,50,least bought
949,Jbl,Jbl tune 230nc,Blue,Wireless,3.4,29226,50+ ,4499,7999,44,least bought
950,Wired,Wired,Black,Wired,4.5,2,50+ ,297,499,40,least bought
951,Concept,Concept kart 7hz x crinacle zero 2,Silver,Wired,4.3,66,50+ ,2603,3099,16,least bought
952,Playfully,Playfully fashion,Black,Wireless,3.5,5,50+ ,499,899,44,least bought
953,Ifast,Ifast digital display,Black,Wireless,5.0,5,50+ ,1699,3499,51,least bought
954,Concept,Concept kart kz castor iem,Black,Wired,4.1,103,50+ ,1662,2499,33,least bought
955,Ptron,Ptron newly launched bassbuds b91 plus,Blue,Wireless,3.3,136,50+ ,799,3199,75,least bought
956,Spigen,Spigen audio newly launched sa-tw p10 true,Black,Wireless,3.8,68,50+ ,3399,4099,17,least bought
957,Govo,Govo gokixx 421,Platinum black,Wireless,3.6,78,50+ ,376,3299,89,least bought
958,Madrabbit,Madrabbit drift,Black,Wireless,3.0,21,50+ ,996,4599,78,least bought
959,Portronics,Portronics harmonics z2,Black,Wireless,3.8,377,50+ ,749,1999,63,least bought
960,Noise,Noise newly launched buds connect 2,True purple,Wireless,3.8,308,50+ ,1299,3999,68,least bought
